HIP,GLon,GLat,Lc,sptype,B-V,VMag,Lum,Cst,Name
34805,278.7748601,-23.05121146,subgiants,G,0.737,3.95,2.57,Vol,
34808,273.9065552,-21.71124438,giants,G,0.975,1.72,24.16,Car,
34814,239.7974193,-7.94604696,main-sequence,A,0.19,-0.34,113.59,CMa,
34816,260.1850996,-17.02609222,giants,K,1.308,0.32,127.25,Pup,
34817,248.0883988,-11.8945869,main-sequence,B,-0.145,-1.12,611.15,Pup,
34819,193.2130727,15.11323352,giants,F,0.397,0.65,45.99,Gem,48 Geminorum
34826,272.169148,-21.17326743,giants,K,1.357,0.59,107.2,Car,
34830,190.8933172,16.08363853,giants,G,0.908,0.83,51.72,Gem,
34834,257.7187036,-16.02517292,main-sequence,F,0.324,2.84,6.09,Pup,I Puppis
34838,247.8142377,-11.73605411,main-sequence,A,0.05,0.01,89.06,Pup,
34840,251.6411181,-13.45570544,main-sequence,F,0.388,2.17,11.78,Pup,
34841,243.0875777,-9.50622348,main-sequence,F,0.56,3.66,3.05,CMa,
34848,218.1918103,3.27105204,main-sequence,F,0.481,3.38,3.82,Mon,
34855,268.2497406,-19.88124797,main-sequence,A,0.023,0.08,87.48,Car,
34860,190.2849524,16.39913648,main-sequence,F,0.502,3.32,4.06,Gem,HR 2711
34861,191.7028478,15.82983635,main-sequence,A,-0.012,-0.27,134.07,Gem,49 Geminorum
34866,161.0884421,25.07566028,giants,K,1.084,3.59,4.85,Lyn,
34867,264.6789966,-18.62791725,main-sequence,G,0.582,3.2,4.71,Car,
34868,255.0001991,-14.84248955,main-sequence,A,0.038,1.05,35.18,Pup,
34874,212.7798747,6.11397129,main-sequence,F,0.387,2.83,6.4,CMi,
34877,272.4242607,-21.19052817,main-sequence,G,0.754,5,0.93,Car,
34879,236.9383742,-6.35563555,main-sequence,G,0.66,4.36,1.67,CMa,
34885,189.7731874,16.67180647,subgiants,F,0.428,2.81,6.82,Gem,
34888,225.4002419,-0.37312144,giants,K,1.508,-0.75,489.86,CMa,HR 2723
34890,274.2031159,-21.7037153,main-sequence,K,1.255,7.63,0.14,Car,Gliese 268.2
34899,256.2580193,-15.30254244,main-sequence,B,-0.003,1.11,36.48,Pup,L1 Puppis
34901,275.7802631,-22.14174331,main-sequence,B,-0.057,0.06,114.8,Vol,
34906,223.3095185,0.78390775,main-sequence,A,0.248,0.67,44.82,Mon,
34914,235.5857472,-5.57812551,giants,K,1.481,-0.94,559.07,CMa,HR 2730
34915,285.5505037,-24.54207217,main-sequence,F,0.389,3.07,4.95,Vol,
34917,241.4470069,-8.49818801,giants,A,0.177,0.58,48.9,CMa,
34919,249.9847675,-12.52597188,main-sequence,A,0,0.36,70.53,Pup,
34920,185.5560986,18.36656177,main-sequence,A,0.281,1.05,31.62,Gem,
34922,255.765443,-15.03638671,giants,M,1.331,0.4,123.66,Pup,L2 Puppis
34926,170.2062363,23.15960766,subgiants,F,0.44,3.16,4.89,Lyn,
34928,246.0368608,-10.66379081,main-sequence,G,0.59,4.57,1.34,Pup,
34932,265.7181315,-18.8703192,main-sequence,G,0.641,5.12,0.85,Car,
34937,243.2039332,-9.27710541,giants,B,-0.172,-2.02,1825.19,CMa,
34944,214.1476755,5.67550803,main-sequence,F,0.521,3.49,3.51,CMi,
34950,192.5058529,15.76394783,main-sequence,K,0.827,6.44,0.28,Gem,
34953,223.9025147,0.63773249,main-sequence,B,-0.056,1.29,36.9,Mon,
34954,242.5444037,-8.91584995,main-sequence,B,-0.183,-2.31,2650.86,CMa,HR 2743
34955,261.3930751,-17.22438903,main-sequence,B,-0.048,0.6,66.75,Pup,
34957,189.0977333,17.14023587,main-sequence,F,0.58,2.97,5.79,Gem,
34958,259.2971681,-16.3992382,subgiants,F,0.364,2.06,12.48,Pup,
34961,262.367114,-17.58794884,main-sequence,G,0.736,5.56,0.61,Car,
34965,211.4159047,7.11155502,giants,G,1.012,1.39,33.96,CMi,
34967,298.7557595,-26.69631515,main-sequence,F,0.563,3.97,2.28,Oct,
34968,242.1904614,-8.69742637,main-sequence,B,-0.063,0.41,87.04,CMa,
34973,232.3778515,-3.72650137,main-sequence,F,0.446,1.77,16.58,CMa,
34974,257.4160309,-15.6009741,giants,G,0.947,0.02,112.82,Pup,
34979,248.1374008,-11.51644428,main-sequence,F,0.597,0.43,60.71,Pup,
34981,238.9726775,-7.07370276,giants,B,-0.17,-4.13,11694.97,CMa,27 Canis Majoris
34983,240.6121942,-7.88557434,main-sequence,B,-0.149,-0.72,423.76,CMa,
34987,212.7650043,6.5104986,giants,K,1.193,-1.41,545.33,CMi,HR 2729
34992,271.9291797,-20.85849625,main-sequence,F,0.437,3.35,4.21,Car,
34995,192.844123,15.76177434,subgiants,A,-0.002,0.77,49.67,Gem,
35003,235.9435593,-5.47146794,giants,K,0.955,0.51,72.85,CMa,
35005,204.6309715,10.5613075,giants,G,1.007,0.93,51.41,CMi,HR 2728
35012,238.0619537,-6.5351422,main-sequence,B,-0.03,0.54,65.51,CMa,
35014,243.652493,-9.30561747,main-sequence,A,0.07,1.68,18.57,CMa,
35017,242.8939396,-8.92869816,subgiants,G,0.784,1.5,25.48,CMa,
35018,249.0083657,-11.83230373,main-sequence,F,0.49,3.67,2.93,Pup,
35020,259.3117266,-16.28699608,main-sequence,B,-0.091,-0.56,252.44,Pup,HR 2762
35022,189.2690714,17.23470952,main-sequence,G,0.7,4.97,0.98,Gem,
35025,192.7013191,15.88344489,giants,M,1.554,1.02,111.46,Gem,52 Geminorum
35028,273.9728851,-21.44760494,main-sequence,A,0.098,1.55,20.52,Car,
35030,247.10002,-10.91102892,main-sequence,A,-0.005,1.69,21.42,Pup,
35037,239.4072164,-7.15212567,main-sequence,B,-0.15,-3.21,4198.43,CMa,28 Omega Canis Majoris
35040,252.59329,-13.40663313,giants,B,-0.076,1.33,39.29,Pup,
35044,239.6500718,-7.26343109,giants,K,1.22,0.98,62.58,CMa,HR 2750
35049,154.2193628,26.46366597,giants,G,0.719,1.67,20.72,Cam,
35052,279.1501594,-22.89031408,main-sequence,G,0.656,3.83,2.73,Vol,
35054,252.8430946,-13.49480414,giants,B,-0.146,-0.17,254.27,Pup,HR 2759
35056,293.2181657,-25.89535182,subgiants,A,0.288,2.85,5.99,Men,
35058,244.883958,-9.80348245,main-sequence,G,0.76,3.54,3.77,CMa,
35072,228.6042147,-1.49467847,giants,K,1.33,0.37,127.21,CMa,
35075,248.0370831,-11.25488998,main-sequence,B,-0.085,0.4,97.92,Pup,
35077,210.4333633,7.93521472,subgiants,A,-0.098,0.09,138.37,CMi,
35079,240.891711,-7.76893839,subgiants,G,0.833,0.93,44.51,CMa,
35080,215.8066027,5.23859037,giants,K,0.901,0.72,57.11,Mon,24 Monocerotis
35083,242.9938335,-8.80034641,main-sequence,B,-0.155,-1.06,628.92,CMa,HR 2756
35084,263.4513828,-17.77723634,giants,K,1.099,0.43,89.92,Car,HR 2767
35090,253.498471,-13.69204823,main-sequence,B,-0.067,-0.53,208.09,Pup,
35091,288.6664021,-25.05569203,main-sequence,K,0.94,5.98,0.46,Men,
35092,225.3442913,0.29841467,giants,K,0.944,3.5,4.59,Mon,
35094,248.3704189,-11.34826818,giants,K,1.59,0.17,288,Pup,
35096,259.3290365,-16.14022961,main-sequence,G,0.604,4.68,1.26,Pup,
35098,214.9733726,5.71229178,main-sequence,F,0.435,3.41,3.85,Mon,
35101,207.1270378,9.62754183,giants,F,0.337,2.65,7.21,CMi,
35102,287.4149721,-24.79599147,main-sequence,F,0.539,3.34,4.04,Men,
35105,156.835103,26.1689399,giants,G,0.95,0.43,78.12,Lyn,
35106,195.5622413,14.90907924,giants,K,1.588,-0.19,383.22,Gem,
35108,290.1840079,-25.33802049,giants,K,1.071,3.23,6.63,Men,
35112,245.1931924,-9.80741679,main-sequence,F,0.596,2.18,12.06,CMa,
35114,253.5786889,-13.68046105,giants,K,1.265,-0.27,208.21,Pup,
35115,261.5237431,-16.98903103,giants,K,1.378,-0.34,260.24,Pup,
35120,208.5253992,8.98939182,giants,M,1.537,-0.32,358.68,CMi,HR 2747
35123,284.0829326,-24.05176212,main-sequence,F,0.409,2.68,7.43,Vol,
35126,197.5781861,14.08241335,subgiants,B,-0.108,0.45,106.56,Gem,
35127,225.1055009,0.50238828,giants,K,1.173,0.54,88.5,Mon,HR 2752
35131,264.5541024,-18.12250059,main-sequence,A,0.043,1.55,21.82,Car,
35132,236.7905438,-5.57677495,main-sequence,A,-0.018,-0.65,189.89,CMa,HR 2755
35134,144.8947302,27.47451913,subgiants,G,0.675,3.21,4.9,Cam,
35135,254.5442155,-14.06805802,main-sequence,F,0.496,3.43,3.65,Pup,
35136,170.3422389,23.51496931,main-sequence,F,0.576,4.4,1.64,Lyn,Gliese 1095 (Lalande 13942)
35139,227.3031406,-0.61754427,main-sequence,G,0.607,5.19,0.81,CMa,Gliese 3436 (Lalande 14146)
35146,156.9943993,26.19344368,giants,K,1.081,1.27,40.83,Lyn,18 Lyncis
35147,253.5881623,-13.62622438,main-sequence,B,-0.066,0.75,63.74,Pup,
35148,240.127573,-7.23628142,main-sequence,G,0.591,4.01,2.39,CMa,
35151,252.5526533,-13.16071353,main-sequence,G,0.657,5.33,0.69,Pup,Gliese 9229
35154,266.6609989,-18.86439862,giants,K,1.061,3.9,3.56,Car,
35158,265.9019356,-18.58399353,giants,K,1.215,1.3,45.98,Car,
35160,257.1373863,-15.13813506,giants,A,0.203,0.33,61.1,Pup,
35164,228.6235469,-1.24404462,main-sequence,A,0.147,0.61,47.64,CMa,
35168,242.8405453,-8.54127127,main-sequence,B,-0.183,-1.46,1207.76,CMa,
35172,265.0073434,-18.22892145,giants,K,1.096,1.22,43.15,Car,
35173,219.0260737,3.81484423,main-sequence,K,1.01,6.32,0.36,Mon,
35176,245.7461515,-9.93559875,main-sequence,G,0.523,3.63,3.07,Pup,
35179,277.8736138,-22.4131179,subgiants,A,0.304,1.68,17.58,Vol,
35180,229.5920504,-1.71399184,main-sequence,A,0.079,0.88,38.86,CMa,Gliese 9228 (HR 2758)
35181,257.9907525,-15.44887019,giants,K,1.441,-1.16,627.33,Pup,HR 2771
35183,265.193723,-18.2824791,main-sequence,A,0.02,1.78,18.31,Car,
35191,190.6747947,17.09006856,main-sequence,M,1.52,10.38,0.02,Gem,Gliese 268.3
35194,169.9490515,23.70923918,main-sequence,A,0.154,2.51,8.31,Lyn,
35196,256.4861417,-14.78835028,main-sequence,F,0.273,3.05,5.21,Pup,
35202,250.0835187,-11.91312997,main-sequence,B,-0.133,-0.55,330.72,Pup,HR 2769
35203,266.182129,-18.60346855,giants,K,0.857,5.85,0.49,Car,
35205,240.5833838,-7.30189332,giants,M,1.589,-0.8,673.77,CMa,HR 2766
35209,214.1293876,6.45600683,main-sequence,G,0.609,4.26,1.84,CMi,
35211,275.1286792,-21.5729117,main-sequence,F,0.518,3.89,2.54,Car,
35219,201.1434326,12.76823227,giants,F,0.417,3.05,5.05,Gem,
35220,227.9673785,-0.71092301,main-sequence,A,0.06,0.56,52.87,CMa,
35221,214.9559651,6.0869198,main-sequence,K,0.81,4.74,1.31,Mon,
35226,248.5185127,-11.11822469,main-sequence,B,-0.161,-1.88,1459.87,Pup,HR 2770
35228,279.0856705,-22.68853485,supergiants,F,0.76,-2.8,1317.38,Vol,Delta Volantis
35229,238.1684419,-6.01324015,main-sequence,A,0.118,2.15,11.68,CMa,
35231,219.1482048,3.95172284,main-sequence,F,0.51,3.3,4.44,Mon,
35232,276.4307954,-21.92946796,main-sequence,F,0.458,4.21,1.76,Vol,
35240,261.4174613,-16.72061923,giants,G,0.962,1.95,19.46,Pup,
35241,243.3396194,-8.58618727,giants,A,0.2,0.7,43.51,CMa,HR 2768
35243,283.0604048,-23.70792644,subgiants,F,0.435,1.94,14.14,Vol,
35245,242.2885601,-8.05655634,main-sequence,A,0.276,1.29,25.31,CMa,
35246,270.0821851,-19.90999404,main-sequence,K,1.03,7.7,0.1,Car,
35248,207.3236646,9.9444065,main-sequence,A,0.177,1.87,14.85,CMi,
35249,245.2944075,-9.53119734,main-sequence,B,-0.03,0.92,46.27,CMa,
35253,191.1776731,17.06809127,subgiants,G,0.883,1.95,18.17,Gem,
35254,221.9559265,2.53367194,main-sequence,A,0.171,2.35,9.61,Mon,
35255,234.6538459,-4.13985389,giants,K,1.022,0.65,67.9,CMa,
35258,229.034334,-1.18779803,main-sequence,F,0.448,2.14,12.01,CMa,
35259,219.7687699,3.68890096,giants,G,0.921,1.25,35.67,Mon,
35261,226.5479815,0.12910547,main-sequence,F,0.436,2.79,6.48,CMa,
35262,241.2841062,-7.52153862,main-sequence,A,-0.013,-0.37,146.53,CMa,
35268,203.3047542,11.89758987,subgiants,F,0.498,2.16,11.77,Gem,
35271,220.1544863,3.51952212,main-sequence,F,0.348,1.63,18.47,Mon,
35273,191.5112837,16.98641679,giants,K,1.15,1.98,23.01,Gem,
35274,147.2017919,27.44469415,main-sequence,M,1.19,7.33,0.17,Cam,
35278,209.8838359,8.77610498,giants,B,-0.109,-1.25,508.23,CMi,HR 2760
35279,252.3148916,-12.77123726,main-sequence,G,0.701,3.63,3.33,Pup,
35285,215.3164905,6.06053052,giants,K,0.916,1.21,36.8,Mon,
35287,250.8124838,-12.05616139,main-sequence,B,-0.089,-0.17,165.13,Pup,
35288,250.7107993,-12.00601635,giants,K,1.352,0.42,124.98,Pup,
35293,268.8793054,-19.42938853,giants,K,1.082,1.12,47,Car,
35294,287.2472633,-24.63713085,giants,K,1.099,2.81,9.98,Men,
35296,258.2739345,-15.33722787,main-sequence,K,0.975,5.88,0.53,Pup,
35300,221.0969979,3.1133727,main-sequence,B,-0.081,0.49,90.37,Mon,
35304,165.2109285,24.96731851,giants,K,1.259,-0.37,225.39,Lyn,HR 2737
35310,207.5498386,10.01075319,subgiants,G,0.565,3.63,3.13,CMi,
35317,179.1192883,21.43514214,giants,G,0.995,0.66,65.73,Aur,
35323,239.0059491,-6.20156299,main-sequence,F,0.419,3.5,3.34,CMa,
35326,239.7344227,-6.56892512,main-sequence,B,-0.153,-0.88,534.23,CMa,HR 2774
35332,244.1512629,-8.76416458,main-sequence,G,0.722,4.45,1.61,CMa,
35333,191.5986455,17.10915703,giants,K,0.997,1.23,38.77,Gem,
35336,189.507285,17.92704528,subgiants,F,0.531,3.19,4.64,Gem,
35337,228.2834567,-0.55469801,subgiants,F,0.421,2.98,6.03,CMa,
35341,177.0824003,22.10899136,main-sequence,A,0.181,1.22,27.03,Aur,64 Aurigae
35342,243.4825255,-8.39533514,giants,B,-0.081,0.97,57.76,CMa,
35345,187.0943513,18.84642295,main-sequence,B,-0.024,-0.08,115.71,Gem,HR 2757
35347,255.4874859,-14.03005625,giants,B,-0.117,-0.43,255.55,Pup,M Puppis (HR 2789)
35350,200.9167155,13.22759716,main-sequence,A,0.106,1.13,30.14,Gem,54 Lambda Geminorum
35359,262.2186366,-16.82332051,main-sequence,F,0.556,4.06,2.11,Car,
35360,251.8586563,-12.37044487,giants,K,1.097,0.93,56.71,Pup,
35361,245.788155,-9.4906586,main-sequence,G,0.619,3.54,3.63,Pup,
35362,201.954112,12.79871994,main-sequence,F,0.48,3.51,3.39,Gem,
35363,248.7797724,-10.91167412,main-sequence,B,-0.099,-2.31,1264.51,Pup,v1 Puppis (HR 2787)
35374,268.3906032,-19.11560602,main-sequence,G,0.662,4.02,2.3,Car,
35376,253.6219164,-13.11866975,giants,K,1.295,1.18,56.71,Pup,
35377,190.7563878,17.57433385,main-sequence,G,0.627,5.4,0.69,Gem,
35382,176.0905868,22.4870202,main-sequence,F,0.441,3.57,3.34,Aur,
35384,168.107217,24.50511191,main-sequence,A,0.087,-0.14,98.73,Lyn,HR 2751
35387,255.4651115,-13.92735427,main-sequence,G,0.517,3.73,2.8,Pup,
35393,251.0797846,-11.93754013,main-sequence,A,0.026,-0.52,151.71,Pup,F Puppis (HR 2791)
35395,215.7909175,6.16862231,giants,A,0.26,0.96,34.34,CMi,
35400,212.5015026,7.84007068,main-sequence,A,0.188,1.99,13.29,CMi,
35402,170.5853356,23.94473603,giants,K,1.063,0.81,61.45,Lyn,
35403,280.561062,-22.92018402,giants,G,0.971,0.47,76.74,Vol,
35406,248.8171557,-10.85602468,main-sequence,B,-0.17,-1.8,1360.48,Pup,v2 Puppis
35408,274.4508446,-21.12782374,main-sequence,B,-0.039,1.49,28.44,Car,
35411,203.001157,12.43483706,subgiants,B,-0.074,0.65,73.96,Gem,
35412,237.8243981,-5.3678799,supergiants,O,-0.16,-3.89,8535,CMa,29 UW Canis Majoris
35418,266.3662007,-18.33089951,main-sequence,B,-0.026,0.21,88.9,Car,
35420,271.645523,-20.19934647,subgiants,F,0.411,2.57,7.9,Car,
35424,267.7107295,-18.81718016,subgiants,G,0.827,3.45,4.33,Car,
35426,266.1451843,-18.23483589,main-sequence,F,0.454,3,5.36,Car,
35427,239.6532738,-6.26269329,supergiants,G,0.956,-2.6,1276.39,CMa,HR 2786
35431,179.4024807,21.58751863,giants,G,0.919,0.41,76.87,Aur,
35432,244.5321847,-8.7140736,main-sequence,B,-0.026,1.38,30.35,CMa,
35435,192.0676096,17.16907006,giants,F,0.403,2.03,12.89,Gem,
35436,216.0062623,6.14921591,giants,K,1.111,1.14,47.65,CMi,
35437,256.7860331,-14.42722002,main-sequence,F,0.519,3.89,2.58,Pup,
35439,263.7067195,-17.28073638,main-sequence,F,0.506,2.61,7.8,Car,
35444,231.3478121,-1.87502367,giants,K,1.082,0.69,69.97,CMa,
35445,288.0605274,-24.71356468,main-sequence,F,0.523,4.01,2.18,Men,
35446,206.775372,10.78131977,main-sequence,A,0.17,0.99,33.59,CMi,
35447,247.4356346,-10.08626544,main-sequence,A,-0.012,1.02,40.8,Pup,
35448,286.8001779,-24.43013673,giants,K,1.182,0.77,72.16,Vol,
35450,250.0503278,-11.32889683,giants,K,1.091,0.76,66,Pup,
35454,261.793003,-16.48802046,main-sequence,G,0.631,3.23,4.71,Pup,
35455,217.5833829,5.40572849,subgiants,A,0.039,0.75,46.2,Mon,
35457,157.6342484,26.52317545,main-sequence,F,0.566,2.94,5.92,Lyn,
35460,248.3418365,-10.50001833,subgiants,B,-0.085,1.16,48.63,Pup,
35463,246.1213057,-9.41851565,giants,K,1.302,-0.44,255.17,Pup,HR 2794
35465,261.2562871,-16.25215923,giants,K,1.07,1.35,37.54,Pup,
35471,235.6629265,-4.07248233,main-sequence,A,-0.1,1.67,32.22,CMa,
35474,267.0763098,-18.50339781,giants,K,1.304,-0.14,193.91,Car,
35476,213.6728978,7.46330671,giants,K,1.069,-0.51,206.03,CMi,HR 2778
35483,249.5895675,-11.04279719,main-sequence,B,-0.05,0.93,49.55,Pup,
35487,230.6698951,-1.4062303,giants,F,0.346,2.55,7.97,CMa,R Canis Majoris
35489,245.3088987,-8.96102331,main-sequence,G,0.609,4.3,1.72,CMa,
35492,281.5031067,-23.09430374,main-sequence,F,0.5,3.38,3.98,Vol,
35497,272.2233252,-20.29415345,giants,K,1.234,-1.02,400.4,Car,
35498,268.5422425,-19.01186855,subgiants,A,0.166,2.22,10.79,Car,
35509,209.7445936,9.53678321,subgiants,F,0.537,2.28,11.05,CMi,HR 2779
35513,260.53729,-15.85521,main-sequence,F,0.56,3.72,2.87,Pup,
35515,263.7846482,-17.16638227,giants,G,1.028,0.3,93.68,Car,
35522,243.3833304,-7.89514312,main-sequence,G,0.571,4.3,1.71,CMa,
35524,256.9104958,-14.29135382,giants,G,0.933,2.08,16.75,Pup,
35528,247.4116227,-9.88259422,giants,K,0.997,2.25,15.09,Pup,
35533,213.9956566,7.47390721,subgiants,F,0.252,1.12,30.42,CMi,
35540,246.0786414,-9.20629683,subgiants,A,0.159,2.21,10.89,Pup,
35543,220.655354,4.06193086,subgiants,F,0.289,2.31,9.89,Mon,
35544,234.5503401,-3.29267141,main-sequence,B,0.011,-0.04,100.33,CMa,
35546,265.396552,-17.75448552,giants,G,0.924,0.37,80.73,Car,
35547,219.7030485,4.56992983,giants,K,1.198,0.37,106.13,Mon,
35548,202.42868,13.08092266,main-sequence,A,0.009,-0.13,111.01,Gem,HR 2780
35550,195.9849026,15.88514517,main-sequence,F,0.374,2.16,11.42,Gem,55 Delta Geminorum (Wasat)
35551,201.5035222,13.51017588,giants,G,1.032,-0.6,217.43,Gem,
35554,255.1868738,-13.4772672,main-sequence,A,0.052,1.42,24.3,Pup,
35556,221.6886729,3.55903499,giants,K,1.034,1.96,20.55,Mon,
35560,232.0636954,-1.91714544,main-sequence,F,0.437,3.82,2.51,CMa,
35562,242.2675713,-7.2333944,main-sequence,A,0.072,1.69,18.36,CMa,
35564,263.5702728,-16.99968404,subgiants,F,0.483,2.99,5.44,Car,
35565,190.0726917,18.28789092,main-sequence,A,0.113,0.66,46.1,Gem,
35567,267.4489096,-18.48919292,main-sequence,A,0.111,2.31,10.06,Car,
35572,222.1343269,3.40493686,subgiants,G,0.622,2.69,7.64,Mon,
35581,268.6345484,-18.89657141,subgiants,K,0.976,2.3,14.22,Car,
35587,202.7094592,13.0912946,giants,K,1.179,1.72,29.79,Gem,
35589,263.3701363,-16.87175444,giants,B,-0.069,-0.46,194.2,Car,HR 2815
35598,217.0470448,6.13381754,giants,A,0.317,0.07,77.64,Mon,
35599,150.640821,27.51438442,main-sequence,G,0.614,4.15,1.99,Cam,
35601,207.5699691,10.87414127,subgiants,F,0.464,3.22,4.37,CMi,
35602,221.7575639,3.69488857,main-sequence,A,0.034,0.34,67.81,Mon,
35603,262.7261713,-16.58102604,main-sequence,A,0.115,1.34,24.65,Car,
35610,234.591591,-3.09694987,subgiants,A,0.208,1.6,18.95,CMa,
35615,229.0432152,-0.13158895,giants,G,0.971,-0.73,232.03,CMa,HR 2796
35619,207.0942731,11.15277119,main-sequence,A,0.078,1.73,17.76,CMi,
35620,204.4402657,12.40382021,main-sequence,A,0.211,1.86,14.93,Gem,
35621,262.2104108,-16.33752592,main-sequence,B,-0.103,-1.02,411.91,Pup,
35622,224.4332868,2.33763367,giants,K,1.09,1.48,34.02,Mon,
35624,192.5233957,17.51120458,subgiants,A,0.262,3.28,4.05,Gem,
35627,253.1274722,-12.35393151,giants,G,0.887,1.47,28.17,Pup,
35628,148.1351683,27.73888316,main-sequence,K,0.888,6.39,0.3,Cam,Lalande 13924
35638,247.916028,-9.83275779,main-sequence,A,0.056,1.35,25.72,Pup,
35641,244.7775595,-8.27339286,main-sequence,A,0.03,1.4,25.46,CMa,
35642,224.2368644,2.51065379,main-sequence,G,0.532,3.76,2.84,Mon,HR 2798
35643,172.7329812,23.8992987,main-sequence,F,0.342,2.99,5.46,Lyn,HR 2776
35645,253.8830158,-12.6491765,main-sequence,A,0.029,1.34,27.38,Pup,
35646,204.3955965,12.51143463,subgiants,A,0.251,0.52,51.16,Gem,
35648,260.0139079,-15.36076243,subgiants,B,-0.068,0.02,125.38,Pup,
35651,227.5699685,0.76575502,main-sequence,K,1.037,7.25,0.16,CMa,Ross 58
35656,247.7521757,-9.70637609,subgiants,G,0.812,5.47,0.67,Pup,
35659,191.1973208,18.12348419,subgiants,F,0.468,2.96,5.91,Gem,
35660,241.3570362,-6.48261727,giants,G,0.972,-0.05,123.81,CMa,
35661,291.9031139,-25.38624761,subgiants,G,0.632,4.73,1.18,Men,
35669,221.6330282,3.97009956,subgiants,B,-0.104,-1.13,453.95,Mon,
35670,260.8639211,-15.67951351,giants,K,1.048,3.03,7.76,Pup,
35671,291.0453455,-25.20740457,giants,K,1.264,0.69,86.17,Men,
35691,247.1334252,-9.30955639,main-sequence,G,0.561,3.59,3.25,Pup,
35694,275.0949959,-20.95482994,subgiants,F,0.453,3.6,3.1,Car,
35696,265.2032629,-17.39202239,main-sequence,F,0.428,3.1,4.87,Car,
35698,251.1188493,-11.22654533,main-sequence,F,0.536,1.93,14.54,Pup,
35699,197.6274088,15.6619092,giants,M,1.528,-0.57,441.72,Gem,56 Geminorum
35700,244.9928796,-8.21701416,main-sequence,B,-0.02,0.86,47.34,CMa,
35705,221.3962029,4.22214848,main-sequence,A,0.003,0.43,66.59,Mon,
35706,147.4515461,27.86838683,main-sequence,K,1.14,6.93,0.24,Cam,
35710,181.5672759,21.58196608,giants,K,1.082,0.82,61.75,Aur,65 Aurigae
35711,250.2084539,-10.76816762,main-sequence,F,0.54,4.57,1.3,Pup,
35712,216.2805234,6.88994384,giants,B,-0.069,-2.43,1189.58,CMi,HR 2801
35713,188.5252566,19.2537423,giants,F,0.458,3.14,5.07,Gem,
35716,245.3672598,-8.36259212,giants,A,-0.051,-0.31,162.01,CMa,
35718,218.1156203,5.97397099,main-sequence,G,0.774,5.38,0.72,Mon,
35725,179.2871868,22.30698905,giants,K,1.217,0.03,148.27,Aur,HR 2792
35727,233.2943578,-2.05653504,giants,B,-0.039,-0.9,255.86,CMa,HR 2812
35728,262.8943842,-16.41283968,main-sequence,G,0.649,3.56,3.48,Car,
35730,203.7287644,13.059837,giants,A,0.145,2.59,7.68,Gem,
35732,188.8279491,19.18931144,main-sequence,F,0.414,3.79,2.56,Gem,
35734,251.0968026,-11.14277,main-sequence,F,0.586,3.92,2.42,Pup,
35736,212.2648127,8.98546947,giants,K,0.997,1.94,20.27,CMi,
35737,219.126458,5.48946343,giants,K,0.686,0.21,77.83,Mon,HR 2807
35739,251.4409917,-11.30028381,main-sequence,K,0.875,6.03,0.43,Pup,
35740,230.9183526,-0.76147001,giants,K,1.414,0.39,142.38,CMa,
35741,232.2443081,-1.46528283,main-sequence,F,0.466,3.09,5.06,CMa,
35743,266.4651846,-17.81678955,main-sequence,G,0.877,3.32,5.08,Car,
35747,238.5242939,-4.77909259,giants,K,1.419,0.18,171.24,CMa,
35749,221.8074067,4.11616173,giants,F,0.352,-0.96,200.94,Mon,HR 2811
35750,208.4359825,10.90364912,main-sequence,K,0.897,6.04,0.43,CMi,
35751,215.8592339,7.22203132,giants,K,0.995,2.17,16.38,CMi,
35754,216.7237694,6.79079799,main-sequence,B,-0.053,0.64,67.23,Mon,
35759,188.5786369,19.3491369,giants,K,1.093,1.64,29.31,Gem,
35761,244.9242168,-8.03090519,giants,B,-0.171,-1.14,813.72,CMa,
35764,249.4519621,-10.27824097,giants,K,0.99,2.9,8.33,Pup,
