HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V(culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius
11255,177.9452362,-61.44960456,,Cetus,F,main-sequence,0.538,3.48,3.54,8.79,6277,1.692
11207,177.1253602,-61.28104651,,Cetus,A,main-sequence,0.333,3.11,4.92,8.5,7279,1.711
12350,182.3927033,-58.74695344,,Cetus,G,main-sequence,0.702,3.43,4.06,6.986,5704.8,2.053
12428,182.5876147,-58.5274093,,Cetus,G,giants,0.927,2.56,10.71,8.57,5078,9.982
12378,181.4876207,-58.25309076,,Cetus,F,main-sequence,0.405,3.57,3.13,9.19,6650,1.889
12092,180.8932348,-59.11219845,,Cetus,G,main-sequence,0.591,3.02,5.58,9,5995,2.073
12180,180.8983136,-58.76563774,,Cetus,F,main-sequence,0.381,2.29,10.14,8.57,6763.4,2.169
12002,179.4908044,-58.86790792,77 Ceti,Cetus,K,giants,1.393,0.01,194.47,5.738,4307,24.91
12316,180.2296068,-57.92562103,,Cetus,F,main-sequence,0.401,3.11,4.97,8.63,6840,1.404
12754,182.3583929,-57.16321485,,Cetus,K,giants,1.16,2.11,20.51,6.537,4633.8,6.991
12627,180.8588265,-57.00880783,,Cetus,G,main-sequence,0.588,3.12,5.06,9.32,6028,1.586
12699,180.3492,-56.49670459,,Cetus,K,giants,1.085,1.25,41.81,7.27,4816,10.169
11699,178.4703461,-59.65882807,,Cetus,A,sub-giants,0.12,1.89,14.8,8.11,8615,2.03
11810,177.7322298,-58.84459464,,Cetus,F,main-sequence,0.38,3.04,5.09,8.68,6538,2.816
11445,175.8299804,-59.51875723,,Cetus,K,giants,0.987,1.03,46.17,7.05,4911.3,11.025
13945,188.6918068,-54.96667705,,Eridanus,F,main-sequence,0.5,3.58,3.19,8.43,6564,1.3
14001,188.3172888,-54.61704449,,Eridanus,K,main-sequence,0.902,5.75,0.56,8.94,5225.5,0.812
13861,187.2814134,-54.74576081,,Eridanus,F,main-sequence,0.489,2.7,7.11,8.4,6490.5,2.407
14016,187.0847172,-54.06192101,,Eridanus,G,main-sequence,0.749,3.59,3.69,8.02,5420,1.875
14060,186.6263982,-53.63627022,8 Rho-1 Eridani,Eridanus,K,giants,1.043,0.77,62.18,5.747,4810,10.239
14355,188.4346471,-53.18505018,,Eridanus,K,giants,1.02,0.58,72.63,6.3,4967,10.736
14293,187.3034724,-52.97790254,10 Rho-3 Eridani,Eridanus,A,sub-giants,0.193,2.17,11.63,5.262,7773.4,1.885
14168,187.0358259,-53.34230337,9 Rho-2 Eridani,Eridanus,G,giants,0.941,0.85,52.34,5.307,5035.9,8.394
13594,185.5570846,-55.02919494,,Eridanus,G,main-sequence,0.735,5.54,0.61,8.33,5481.4,0.828
13476,184.802285,-55.19001344,,Eridanus,F,main-sequence,0.415,3.09,5.25,7.216,6781,1.547
13944,185.58324,-53.65672604,,Eridanus,K,giants,1.076,0.38,92.18,6.624,4907,10.405
36234,259.420775,-13.93358739,,Puppis,B,super-giants,0.063,0.6,50.82,7.59,9863,4.463
36957,259.8015594,-12.57418278,,Puppis,K,giants,1.398,0.16,169.03,7.09,4372,23.106
36781,259.2627949,-12.69422827,,Puppis,F,sub-giants,0.546,1.39,24.49,8.03,6234,3.394
36823,259.3177023,-12.63546689,,Puppis,K,giants,1.333,1.67,38.27,8.18,4414.2,17.773
36908,259.2248593,-12.40798308,,Puppis,A,main-sequence,0.055,0.25,71.25,7.62,9787,4.456
36259,259.1555823,-13.76114602,,Puppis,G,giants,0.996,0.78,58.61,7.65,4830.2,12.117
36422,258.9004403,-13.30886539,,Puppis,A,main-sequence,0.026,1.13,33.17,7.41,10103,2.277
36798,258.5042786,-12.28619872,,Puppis,G,super-giants,1.063,1.12,45.88,8.36,4862,11.363
37052,258.3038149,-11.64868511,,Puppis,K,giants,1.271,0.59,95.17,7.28,4555,17.083
33396,260.9312777,-19.96300838,,Carina,K,giants,1.156,1.32,42.22,7.24,4717,10.852
33957,260.1817465,-18.70139752,,Puppis,A,giants,0.055,-0.89,203.82,6.86,9009,7.12
34147,260.2003553,-18.35268303,,Puppis,G,main-sequence,0.705,4.38,1.69,9.18,5880,1.331
34059,259.9088599,-18.41047421,H Puppis (HR 2672),Puppis,A,main-sequence,0.14,1.01,33.04,4.92,8203,2.736
33425,259.9998842,-19.6171254,,Puppis,B,main-sequence,-0.009,0.54,61.65,8.17,10008,3.038
33510,259.123991,-19.16942817,,Puppis,B,sub-giants,-0.055,1.3,36.55,7.38,11259,1.928
33681,259.5923591,-19.00236101,,Puppis,G,main-sequence,0.587,4.18,1.9,9.02,5883,1.293
33728,259.2557782,-18.7894003,,Puppis,G,giants,0.882,0.2,90.91,6.56,5247,12.338
34670,259.6981538,-17.12563614,Gliese 3434,Puppis,K,giants,1.251,0.19,134.28,5.12,4559,18.66
34958,259.2971681,-16.3992382,,Puppis,F,sub-giants,0.364,2.06,12.48,7.45,7221,3.219
35096,259.3290365,-16.14022961,,Puppis,G,main-sequence,0.604,4.68,1.26,7.67,5877.6,1.045
35020,259.3117266,-16.28699608,HR 2762,Puppis,B,main-sequence,-0.091,-0.56,252.44,4.75,11549.1,3.516
34208,259.2795553,-17.88850924,,Puppis,G,main-sequence,1,3.67,4.14,9.23,6172,1.519
34293,258.7642661,-17.52412068,,Puppis,F,main-sequence,0.511,4.09,2,9.03,6203,1.178
33028,258.0467119,-19.69332631,,Puppis,G,main-sequence,0.735,4.58,1.44,10.02,5654,1.116
33338,257.3645163,-18.91559367,,Puppis,G,main-sequence,0.611,3.26,4.51,8.98,5974,2.031
33625,257.5133277,-18.40105129,,Puppis,F,main-sequence,0.41,2.88,5.95,9.62,6801,1.93
34834,257.7187036,-16.02517292,I Puppis,Puppis,F,main-sequence,0.324,2.84,6.09,4.49,6935.9,1.607
34654,256.4542768,-15.87706331,,Puppis,A,main-sequence,0.15,0.96,34.51,7.87,8307,3.401
35296,258.2739345,-15.33722787,,Puppis,K,main-sequence,0.975,5.88,0.53,6.7,4945,0.879
35181,257.9907525,-15.44887019,HR 2771,Puppis,K,giants,1.441,-1.16,627.33,5.64,4338,42.382
36493,258.0147757,-12.75059169,,Puppis,F,main-sequence,0.457,3.16,4.63,8.42,6486,1.92
36154,257.7791934,-13.33055712,,Puppis,F,main-sequence,0.358,3.19,4.42,8.42,7086,1.641
36863,257.4578884,-11.64752393,,Puppis,K,giants,1.554,-0.6,499.31,6.77,4060,51.648
36407,256.4489668,-12.20399406,,Puppis,G,sub-giants,0.901,2.57,10.4,9.05,5301,2.97
36592,256.6414711,-11.88148404,,Puppis,G,main-sequence,0.563,3.59,3.25,9.39,6016,1.192
34974,257.4160309,-15.6009741,,Puppis,G,giants,0.947,0.02,112.82,7.29,5193,13.08
35160,257.1373863,-15.13813506,,Puppis,A,giants,0.203,0.33,61.1,7.92,8089,3.604
35524,256.9104958,-14.29135382,,Puppis,G,giants,0.933,2.08,16.75,8.87,5082,9.924
35437,256.7860331,-14.42722002,,Puppis,F,main-sequence,0.519,3.89,2.58,7.17,6204.6,1.35
35196,256.4861417,-14.78835028,,Puppis,F,main-sequence,0.273,3.05,5.21,9.35,7079,1.777
34899,256.2580193,-15.30254244,L1 Puppis,Puppis,B,main-sequence,-0.003,1.11,36.48,4.87,9926,2.056
35387,255.4651115,-13.92735427,,Puppis,G,main-sequence,0.517,3.73,2.8,9.38,6240,1.37
36583,255.667532,-11.423134,,Puppis,F,main-sequence,0.495,3.86,2.47,8.82,6240,1.264
35993,255.4776221,-12.62868729,,Puppis,A,main-sequence,0.061,0.97,36.08,7.76,9715,2.668
39566,267.4205285,-11.30238236,HR 3180,Carina,K,giants,1.347,0.17,154.83,5.52,4522,19.346
39051,266.4820134,-11.76277948,,Carina,G,giants,0.894,0.73,56.35,7.45,5459,9.764
39338,266.6595021,-11.31499982,,Carina,G,main-sequence,0.598,4.77,1.11,9.2,5943,1.047
39257,266.5542776,-11.39853374,,Carina,K,giants,0.987,1.09,43.87,8.46,5345,7.863
39947,266.6728299,-10.07043397,,Carina,G,main-sequence,0.598,2.74,7.44,6.53,6002.3,2.418
40538,266.9416546,-8.93033838,,Vela,K,giants,1.145,1.66,30.52,9.03,5150,9.386
39709,266.5529092,-10.44995573,,Carina,K,giants,1.26,0.18,137.85,7.13,4881,20.503
39704,266.4352038,-10.39224311,,Carina,G,sub-giants,0.7,3.42,4.1,8.44,6133,2.03
39754,265.8753225,-9.95203596,,Vela,G,giants,0.93,0.88,50.58,7.85,5624,10.856
39932,265.938921,-9.6608822,,Vela,A,main-sequence,0.069,2.18,11.84,7.6,11174,1.683
40433,265.9764112,-8.54671442,HR 3256,Vela,K,giants,1.52,-0.52,420.03,6.44,4273,36.71
40318,265.7348445,-8.66533935,,Vela,G,giants,0.96,1.07,43.66,7.8,5252,9.438
38667,266.1870625,-12.36169416,HR 3100,Carina,B,giants,-0.007,-1.39,365.46,6.36,11662,6.081
38933,266.1537692,-11.82534977,,Carina,F,sub-giants,0.503,1.72,17.77,7.61,6209,3.642
39039,266.1238785,-11.58783949,,Carina,K,main-sequence,0.866,5.65,0.59,9.23,5226,0.938
38585,265.9092687,-12.37603336,,Carina,G,main-sequence,0.59,4,2.26,9.81,6197,1.926
38963,265.4320855,-11.35793443,HR 3133,Carina,A,sub-giants,0.26,0.64,45.84,6.44,7396,4.844
38431,265.2973462,-12.34915237,,Carina,F,main-sequence,0.422,3.11,4.81,9.45,6793,2.797
38770,265.1648396,-11.59799298,,Carina,G,super-giants,0.97,-0.35,163.23,6.77,5309,23.337
38715,264.5561648,-11.37487293,,Puppis,F,main-sequence,0.54,3.59,3.23,9.02,6397,1.818
39527,265.1897604,-10.06311742,HR 3178,Vela,G,super-giants,1.213,-2.1,1053.41,5.96,4989,47.563
40168,265.1712828,-8.64071479,,Vela,G,giants,0.979,0.55,71.18,8.6,5303,8.499
39270,264.4202878,-10.14937027,,Puppis,K,super-giants,1.192,2.16,20.38,8.81,4772,10.947
39355,264.4634155,-10.01376244,,Puppis,F,giants,0.374,1.54,20.29,6.61,6885,3.487
39421,264.1373227,-9.66981942,,Puppis,K,giants,1.032,0.88,55.56,6.63,4941,11.723
39738,263.5049692,-8.55541169,,Vela,K,giants,0.954,2.49,11.75,6.69,4972,4.347
40840,266.7519955,-8.16815275,,Vela,G,main-sequence,0.581,4.46,1.47,8.77,5986,1.042
40803,266.5390669,-8.09299455,,Vela,F,main-sequence,0.62,3.33,4.27,9.55,6364,1.723
40810,265.5938754,-7.4610267,,Vela,K,giants,1.19,0.91,64.5,7.13,4556.7,15.176
41383,265.5244169,-6.06259594,,Vela,K,giants,1.124,1.9,24.01,8.38,5276,9.93
41346,265.2708753,-5.97232198,,Vela,F,main-sequence,0.353,1.79,16.58,7.51,6964.3,2.742
41566,264.6887806,-5.07146062,,Vela,G,giants,1.03,2.08,18.37,8.65,5131,7.916
41681,264.4553472,-4.63259223,,Vela,G,main-sequence,0.805,5.72,0.54,9.18,5269.8,0.805
40799,262.9930215,-5.75309008,,Vela,F,main-sequence,0.426,2.29,10.26,8.54,6959,2.227
40755,262.7524096,-5.68853863,,Vela,K,giants,1.36,0.19,156.81,7.17,4532,22.719
41122,262.6855465,-4.73401748,,Vela,A,main-sequence,0.065,1.88,15.57,7.73,10313,1.604
38649,264.3678614,-11.40870321,,Puppis,F,main-sequence,0.529,3.64,3.1,8.11,6362.8,1.433
38267,263.9732323,-11.99865578,HR 3071,Puppis,K,giants,1.088,1.5,33.07,5.89,4683,8.057
38324,263.8411227,-11.80906925,Gliese 291.1,Puppis,K,main-sequence,1.192,7.45,0.16,10.07,4615,0.588
38646,263.7186807,-11.05680313,,Puppis,G,giants,0.838,5.94,0.44,9.36,5301,0.823
38847,263.3897033,-10.46670167,,Puppis,K,giants,1.557,-0.61,502.28,7.06,4183,62.884
38051,263.1072209,-11.98951867,,Puppis,F,main-sequence,0.49,3.03,5.34,8.03,6462.2,1.585
38297,262.9855019,-11.40301082,,Puppis,G,main-sequence,0.614,4.35,1.66,9.54,5533.8,2.055
38758,263.0809777,-10.46503853,,Puppis,A,main-sequence,0.07,0.54,53.16,8.6,9671,2.736
38833,262.8284578,-10.18328014,,Puppis,K,giants,1.012,2.46,12.75,8.48,4917,8.015
39054,263.4607822,-10.05491961,,Puppis,B,main-sequence,-0.016,1.61,23.69,8.68,8697,2.088
39122,263.4117533,-9.86330736,HR 3148,Puppis,A,main-sequence,0.042,0.98,36.76,6.01,9063,2.746
39111,263.3322091,-9.84641204,,Puppis,B,main-sequence,-0.063,1.12,45.48,7.36,11978,2.406
37932,262.5195976,-11.96843126,,Puppis,A,main-sequence,0.163,0.48,53.5,6.95,8344,3.569
37808,262.1261571,-11.99961614,,Puppis,A,main-sequence,0.057,0.44,59.8,7.84,9843,2.83
37950,261.5282009,-11.389674,,Puppis,A,main-sequence,0.099,1.24,27.37,7.31,9175,2.129
38729,262.2070799,-10.03789124,,Puppis,G,main-sequence,0.785,4.82,1.15,9.42,5599.3,1.079
39330,261.3019347,-8.19261481,,Puppis,G,main-sequence,0.655,4.67,1.24,7.52,5860.9,1.028
39396,261.3252497,-8.04942098,,Puppis,F,main-sequence,0.501,1.43,23.17,8.1,6583,3.746
39098,260.9270675,-8.48373078,,Puppis,G,main-sequence,0.778,2.3,12.12,8.02,5549,3.507
39124,260.6327591,-8.24066592,,Puppis,K,giants,1.037,-0.05,131.43,7.06,4942,12.962
38889,260.5736351,-8.76015459,,Puppis,K,sub-giants,0.956,2.84,8.5,9.24,5186,3.766
38917,260.2303866,-8.48985386,O Puppis (HR 3121),Puppis,K,giants,1.263,0.39,113.01,5.14,4531,15.615
40155,262.4408803,-6.95955065,AH Velorum,Vela,F,super-giants,0.626,-2.52,929.98,5.77,6037,68.317
40072,262.0682627,-6.89378803,,Vela,K,main-sequence,0.862,5.77,0.53,8.83,5198.5,0.846
40088,261.6758193,-6.61370763,,Vela,G,giants,0.97,0.53,72.44,6.94,5323,12.145
40478,262.527242,-6.21835121,,Vela,A,sub-giants,0.176,1.05,31.64,6.65,8923,2.566
40575,262.1671265,-5.74405058,,Vela,G,giants,1.07,0.99,52.42,8,5258,10.574
40970,261.9998086,-4.65229414,,Vela,K,giants,1.06,0.8,61.66,7.89,5246,10.077
41055,261.9856514,-4.43074988,,Vela,F,sub-giants,0.351,2.45,8.73,7.24,7020,1.909
40189,261.1524279,-6.01994802,,Vela,G,giants,0.857,0.77,52.8,7.97,5747,8.661
40320,261.0300123,-5.6418415,,Vela,K,giants,1.116,0.25,108.29,7.4,4974,13.328
40330,260.8942343,-5.52845954,,Vela,A,sub-giants,0.18,1.61,18.93,6.56,7402,2.897
39706,261.3256285,-7.29373973,,Vela,G,giants,1.091,1.99,21.33,8.6,5033,10.149
39690,260.7687458,-7.00583374,HR 3187,Vela,K,giants,1.488,-3.1,4080.11,5.04,4578,115.873
39573,260.7505701,-7.30227383,,Vela,B,main-sequence,-0.05,0.6,67.19,8.68,9338,1.384
39830,260.6151677,-6.58037373,,Vela,G,main-sequence,0.712,3.18,5.28,8.59,5524.7,2.488
39493,259.6712035,-6.81053851,,Vela,G,giants,1.01,-0.79,253.98,7.39,5445,26.675
39808,259.5206341,-5.93581767,,Vela,K,giants,1.125,1.59,31.93,8.63,4948,10.753
40122,260.2074849,-5.58542995,,Vela,G,main-sequence,0.43,4.9,0.92,9.16,5881,0.93
40350,260.1759275,-5.01177454,,Vela,F,main-sequence,0.729,4.13,2.16,9.648,5765,9.551
40350,260.1759275,-5.01177454,,Vela,F,main-sequence,0.729,4.13,2.16,8.49,5796,1.116
40574,259.9460256,-4.26988202,,Puppis,A,main-sequence,0.106,2.59,7.87,9.07,11206,2.065
40051,259.0903,-5.05290599,,Puppis,K,main-sequence,0.887,6.13,0.41,8.78,5021.5,0.791
40260,259.2448713,-4.61338163,,Puppis,A,main-sequence,0.076,1.86,15.83,8.33,10483,1.877
42240,265.5536319,-3.99526269,,Vela,A,main-sequence,0.324,0.72,42.66,8.777,7067,2
42004,265.2546087,-4.41085427,,Vela,G,sub-giants,0.824,3.82,3.09,9.34,5353,2.734
42066,265.0259675,-4.07600271,,Vela,K,giants,1.117,1.11,49.06,8.02,4954,11.384
41905,264.7789719,-4.268805,,Vela,K,giants,1.293,-0.31,224.38,6.49,4570,21.654
42601,264.9948908,-2.65074589,Gliese 2071,Vela,M,main-sequence,1.36,8.36,0.08,10.525,3951,0.646
42922,264.0780749,-1.06639618,,Vela,F,main-sequence,0.567,3.75,2.8,6.56,6206.4,1.398
41692,263.5029724,-3.9261564,,Vela,K,giants,1.19,0.93,63.1,8.47,5098,12.884
41690,262.9927983,-3.56146915,,Vela,G,main-sequence,0.587,3.94,2.37,8.63,5976,1.23
41618,261.8771775,-2.94142383,,Vela,K,giants,1.39,-1.07,526.14,6.78,4745,30.271
42169,262.4629471,-1.86976561,,Vela,A,main-sequence,0.328,1.31,24.88,8.03,7588,3.229
42266,262.428738,-1.5458038,,Vela,A,giants,0.269,1.57,19.49,7.93,8093,2.414
41958,262.1203605,-2.20980486,,Vela,G,giants,0.992,0.68,64.35,7.13,5240,8.912
42312,262.0527782,-1.14100817,e Velorum,Vela,A,super-giants,0.109,-4.61,5934.79,4.11,9779,31.585
42157,261.4867878,-1.17911769,,Vela,F,main-sequence,0.441,3.05,5.32,7.47,6549,1.728
42792,262.9229976,-0.54582523,,Vela,A,sub-giants,0.213,1.98,13.39,8.58,8184,1.893
43087,262.902896,0.27036059,,Vela,B,main-sequence,-0.057,0.76,60.08,8.69,11104,2.197
43055,262.8459546,0.250382,,Vela,B,main-sequence,-0.059,0.73,61.73,8.71,11845,2.437
43873,263.5535319,2.05085883,,Vela,F,main-sequence,0.539,3.29,4.23,9.12,6420,1.78
43486,263.2488263,1.14826596,HR 3530,Vela,A,main-sequence,0.043,1.38,25.49,6.54,9515,1.999
43594,262.2234569,2.29532652,,Vela,K,giants,0.986,0.54,72.33,7.69,5160,11.545
43673,261.9517589,2.8065865,HR 3548,Vela,K,super-giants,0.96,-1.38,419.5,6.42,5251,25.186
42697,262.5060568,-0.45438771,Gliese 319.1 A,Vela,K,main-sequence,0.904,6.31,0.33,8.11,5040,0.719
42884,262.54348,0.04608647,d Velorum,Vela,G,giants,0.874,-0.18,128.02,4.05,5291,11.459
42916,262.5713504,0.10614925,Gliese 321.2,Vela,G,main-sequence,0.743,5.2,0.86,7.2,5452,0.89
42655,262.1796653,-0.32537342,,Vela,G,main-sequence,0.58,3.74,2.85,8.72,6015,1.284
43010,262.4726277,0.45748211,,Vela,A,main-sequence,0.03,1.74,18.67,8.23,9372,1.9
43177,262.2089508,1.08989597,,Vela,F,main-sequence,0.578,4.03,2.18,6.35,6044.3,1.304
42944,262.0344231,0.64389363,,Vela,K,giants,1.161,1.18,48.33,7.97,4650,11.213
42925,261.6255695,0.88654696,,Vela,G,main-sequence,0.601,3.89,2.51,8.93,6217,1.44
42544,261.8792462,-0.38118475,,Vela,A,main-sequence,0.16,1.83,15.46,6.85,8166,2.11
42508,260.8298555,0.34897816,,Vela,A,sub-giants,0.104,2.21,11.17,8.23,8804,1.788
42559,260.8576557,0.45372293,,Vela,B,main-sequence,-0.019,1.04,40.06,8.2,11156,2.489
43447,262.0540957,2.00499643,,Vela,F,main-sequence,0.5,3.96,2.25,8.71,6307,1.282
43146,261.7433557,1.37045849,,Vela,A,sub-giants,0.165,1.65,18.27,7.9,9105,2.743
43073,261.5827669,1.28608963,HR 3488,Vela,B,main-sequence,-0.05,-0.48,180.43,6.21,10544,5.011
43325,261.3443292,2.27214791,h Velorum (HR 3514),Vela,A,giants,0.066,-2.45,847.78,5.47,10236,12.498
42977,260.4079587,2.01593467,,Vela,G,main-sequence,0.604,4.1,2.13,8.24,6114,1.209
43290,260.9935116,2.42047189,,Vela,G,main-sequence,0.651,5.08,0.87,7.83,5720,0.947
43115,260.3619721,2.36894734,,Vela,A,main-sequence,0.126,1.66,18.22,7.62,8495,2.03
43354,260.4570762,3.049991,,Vela,A,super-giants,0.249,1.98,13.42,6.38,7399,2.048
43272,260.2055281,3.01304911,,Vela,K,giants,1.007,0.7,64.02,7.04,5055,10.435
41126,260.9184387,-3.50637945,,Vela,G,giants,1.018,2.39,13.62,8.97,5488,8.391
40954,260.6127779,-3.73543153,,Puppis,G,sub-giants,0.67,3.47,3.85,9.73,6448,2.178
42048,260.9643603,-1.11294007,,Vela,K,giants,1.212,0.33,112.45,7.27,4757,18.338
41984,260.4910221,-0.9347855,,Vela,K,giants,0.735,3.7,3.23,7.05,5646,1.761
41746,260.1109243,-1.28058072,,Vela,K,giants,0.9,0.32,82.93,6.62,5002,9.917
40735,259.668477,-3.66687721,,Puppis,G,giants,0.951,0.84,53.35,7.09,5399,9.702
40856,259.4178705,-3.20304721,,Puppis,K,giants,0.983,1.75,23.87,7.63,5315,6.262
40971,258.8614257,-2.48666337,,Puppis,B,main-sequence,0.041,1.23,29.4,8.39,8426,2.521
40906,258.6690795,-2.54676445,,Puppis,A,super-giants,0.254,2.65,7.18,7.73,8007,1.599
41347,259.0097158,-1.56268091,,Puppis,G,giants,1.023,0.65,67.88,7.76,6520,9.396
41587,258.8804244,-0.86780758,,Vela,G,main-sequence,0.603,5.05,0.87,9.06,5827,0.962
41078,257.9209232,-1.56220876,,Puppis,F,main-sequence,0.45,3.58,3.3,8.17,6498.1,1.343
41361,257.61862,-0.53799608,,Puppis,B,super-giants,-0.009,-0.05,106.49,7.041,8951,2.594
42282,260.6815241,-0.18590842,,Vela,G,main-sequence,0.737,4,2.43,8.99,5540.4,1.6
42163,260.1460325,-0.14647929,,Vela,F,sub-giants,0.462,3.75,2.69,7.41,6525,1.266
42540,260.1934551,0.91326389,,Vela,B,main-sequence,-0.027,0.54,65.46,5.2,10568,2.214
42453,259.7078389,1.0441893,,Vela,A,main-sequence,0.16,1.49,21.21,7.28,8674,2.257
41890,259.2538788,-0.24287502,,Vela,G,main-sequence,0.628,3.86,2.73,8.4,5841.2,1.457
42123,259.3682731,0.31289643,HR 3404,Vela,F,main-sequence,0.578,3.63,3.2,6.44,6031.6,1.562
42040,259.0571309,0.29970709,,Vela,K,giants,1.212,1.16,52.45,7.01,4613,11.077
42291,259.75501,0.53153653,Gliese 312,Vela,G,main-sequence,0.598,4.34,1.67,6.53,6003.9,1.161
42805,259.6526751,2.05333382,,Vela,F,main-sequence,0.471,2.89,6.3,7.75,6391.5,1.965
42808,259.4569571,2.21514204,Gliese 320,Vela,K,main-sequence,0.917,6.35,0.33,6.58,5004.2,0.75
43179,260.0391872,2.85306883,,Vela,B,main-sequence,-0.1,0.22,122.74,6.96,11662,2.385
42857,259.4607843,2.38783261,,Vela,G,giants,0.982,0.78,58.01,6.99,5025,10.971
42901,258.8876591,2.97775266,,Vela,G,giants,1.001,1.39,33.87,8.12,4975,6.017
42879,258.5121173,3.20923446,,Vela,K,giants,1.404,0.31,150.4,6.78,4342,23.875
42740,258.1926255,3.03575956,,Vela,K,giants,1.515,0.35,182.89,7.66,4134,41.274
41863,259.0049937,-0.14691032,,Vela,B,main-sequence,-0.037,0.46,73.02,7.36,10197,2.749
42215,258.2940833,1.40550912,,Vela,F,main-sequence,0.509,3.89,2.58,7.22,6219.7,1.328
42026,258.1593797,0.92673991,,Vela,G,main-sequence,0.563,3.21,4.62,9.12,6203,1.725
41567,257.8992064,-0.20372911,,Vela,F,main-sequence,0.47,1.78,16.57,8.28,6427,3.228
41932,257.6610649,1.02625831,,Vela,G,giants,0.902,0.89,48.77,7.87,5221,9.25
41870,257.3796949,1.07784318,,Vela,F,main-sequence,0.414,2.26,10.9,8.18,6622,2.523
41911,257.0708447,1.41509251,,Vela,G,main-sequence,0.595,2.77,6.98,8.28,6215,2.507
42095,256.9253929,2.03643205,,Pyxis,K,giants,1.34,0.68,96.32,7.94,4373,24.897
42042,256.7929738,1.98621577,,Pyxis,F,main-sequence,0.428,3.42,3.84,6.69,6567.3,1.492
42455,257.1789307,2.994847,,Pyxis,F,main-sequence,0.426,3.1,4.86,6.12,6632,1.586
42190,256.5158065,2.68930613,,Pyxis,A,sub-giants,0.129,1.23,27.26,7.87,8658,3.719
38089,260.7320512,-10.6595361,Q Puppis (HR 3046),Puppis,K,giants,1.039,0.43,84.48,4.69,4815,11.667
37683,260.1618306,-11.22458071,,Puppis,G,main-sequence,0.769,5.83,0.46,9.45,5455.6,0.778
37878,259.0477239,-10.2487815,,Puppis,G,main-sequence,0.645,5.16,0.8,9.45,5683,0.914
38183,258.7606069,-9.36274861,HR 3057,Puppis,K,giants,0.962,1.18,39.34,6.32,4960,8.397
38292,258.7182076,-9.0872017,HR 3069,Puppis,G,giants,0.899,0.35,79.93,6.45,5290,15.277
38451,258.7017503,-8.68731196,,Puppis,F,main-sequence,0.53,4.04,2.11,9.63,6367,1.158
37363,258.5020188,-11.09298256,,Puppis,K,giants,1.568,-0.56,495.31,7.29,4204,47.025
37606,258.5749172,-10.57653094,Gliese 284,Puppis,G,sub-giants,0.765,3.08,5.85,5.04,5419.4,2.397
37837,258.5256865,-10.05593173,,Puppis,A,main-sequence,0.116,1,33.66,7.56,9573,2.539
37887,258.4597397,-9.9223429,,Puppis,G,giants,1.025,0.52,76.88,7.54,5028,10.25
36992,257.8225112,-11.53036982,,Puppis,K,giants,1.027,1.76,24.4,6.9,4815,7.795
37360,257.6704211,-10.67235346,,Puppis,G,main-sequence,0.584,3.07,5.51,7.52,5991.9,1.966
37461,257.9557332,-10.57233405,HR 2984,Puppis,B,sub-giants,-0.003,-1.29,332.04,6.41,10701,7.273
37987,257.3054795,-9.04453772,,Puppis,B,main-sequence,0.005,0.67,53.04,7.67,10726,2.856
38145,256.7564597,-8.34606564,,Puppis,G,giants,0.897,1.13,39.07,8.29,5221,9.202
39364,258.7047931,-6.55420556,,Puppis,G,main-sequence,0.593,4.76,1.13,9.38,6017,1.113
39420,258.4826177,-6.27044121,HR 3166,Puppis,G,super-giants,1.008,-0.68,226.36,6.28,5182,23.002
39911,258.2902026,-4.93285366,,Puppis,G,main-sequence,0.602,5.37,0.65,9.6,5605.1,0.875
39742,257.833784,-5.01665796,,Puppis,G,giants,0.946,1.76,22.77,8.69,5566,9.896
40070,257.3873777,-3.89895505,,Puppis,K,giants,1.526,-0.1,286.45,6.69,4454,45.964
38689,257.3527189,-7.36349892,,Puppis,A,main-sequence,0.1,2.16,11.68,8.72,9602,2.133
38845,257.3909478,-7.01756785,HR 3111,Puppis,K,giants,1.361,-0.75,374.02,6.09,4542,28.923
39102,257.0738022,-6.17625749,,Puppis,G,main-sequence,0.582,4.18,1.93,7.72,6072.6,1.158
39026,256.8895671,-6.25382458,,Puppis,G,main-sequence,0.56,4.26,1.75,8.5,6058,1.193
38618,256.5032983,-7.03884374,,Puppis,K,giants,1.066,0.85,59.12,7.11,4980,10.519
38909,256.7161309,-6.44092353,,Puppis,K,giants,1.311,0.04,166.34,7.22,4880,27.059
39007,256.2848393,-5.92215526,,Puppis,G,main-sequence,0.679,4.07,2.21,8.5,5809,1.344
39066,256.2156939,-5.7490578,,Puppis,A,sub-giants,0.156,2.28,10.26,7.7,9895,1.546
38925,256.0800654,-6.03434338,,Puppis,K,giants,0.979,0.59,68.88,6.46,4972,11.88
39385,256.887237,-5.37244284,,Puppis,G,giants,0.95,0.46,75.97,6.83,5475,9.633
